TRANS_NUM,Truck,Account,Commodity,Out Date/Time,Net Tons,Ticket Total
77217,154,154,H-2,01/04/2021 14:07:43,0.09,0
77218,Ram,154,H2,01/04/2021 14:19:05,0.32,0
77219,1542,154,H2,01/04/2021 16:28:12,0.91,0
77220,1903,162,H-2,01/04/2021 14:24:34,8.66,0
77221,1921-O,162,H-2,01/04/2021 14:28:27,1.94,0
77222,154silver,154,H2,01/04/2021 14:44:25,0.12,0
77223,154gabby,154,H2,01/04/2021 14:42:20,0.05,0
77224,154,154,H-2,01/04/2021 15:07:10,0.28,0
77225,1500154,154,H2,01/04/2021 14:59:49,0.07,0
77226,CoH2,154,I-2,01/04/2021 15:02:43,0.16,0
77227,154,154,DC,01/04/2021 15:23:17,0.65,29.64
77246,Client,182,DC,01/05/2021 10:35:36,0.67,30.55
77247,1706comp,240,H1,01/05/2021 10:23:09,7.82,356.59
77248,van154,154,H2,01/05/2021 10:45:39,0.81,0
77249,182andy,182,DC,01/05/2021 10:56:20,0.44,20.06
77250,456,456,DC,01/05/2021 11:03:13,0.26,11.86
77251,1921-C,162,H-2,01/05/2021 11:07:47,7.86,0
77252,CoH2,154,H-2,01/05/2021 11:13:38,0.42,0
77253,1221,173,H-3,01/05/2021 11:17:25,30.88,0
77254,154,154,H-2,01/05/2021 11:31:09,0.28,0
77255,154,154,H-2,01/05/2021 11:55:21,0.42,0
77256,1895,173,H-3,01/05/2021 11:42:42,29.61,0
77257,1904,162,H-2,01/05/2021 11:48:32,8.81,0
77258,154,154,DC,01/05/2021 12:08:15,0.44,20.06
77259,30yd.,240,H-1,01/05/2021 12:01:25,0.96,0
77260,1906,162,H-2,01/05/2021 12:11:16,3.63,0
77261,154chev,154,H2,01/05/2021 12:19:14,0.06,0
77262,1542,154,H2,01/05/2021 12:20:11,0.04,0
77263,154,154,I-2,01/05/2021 15:53:19,1.88,0
77283,1547,154,H2,01/05/2021 14:49:24,0.21,0
77284,1548,154,H2,01/05/2021 15:02:49,1.01,0
77285,1221,173,H-3,01/05/2021 14:38:03,26.26,0
77286,Renee 2,194,H1,01/05/2021 14:47:32,0.3,13.68
77287,1542,154,H2,01/05/2021 14:56:11,0.15,0
77288,1895,173,H-3,01/05/2021 15:00:02,32.89,0
77289,1903,162,H-2,01/05/2021 15:03:47,7.54,0
77290,1542,154,I-2,01/05/2021 15:32:58,0.65,0
77291,182,182,DC,01/05/2021 15:47:32,0.52,23.71
77292,1706comp,240,H1,01/06/2021 08:00:02,2.83,129.05
77293,1895,173,H-3,01/06/2021 08:14:09,29.1,0
77294,154ram,154,H2,01/06/2021 08:35:29,0.2,0
77295,182,182,DC,01/06/2021 09:07:19,0.65,29.64
77296,405-1400,150,I-2,01/06/2021 09:11:49,0.58,0
77297,1921-C,162,H-2,01/06/2021 09:51:24,11.63,0
77298,154shiloh,154,I-2,01/06/2021 10:18:55,0.66,0
77299,405-1400,150,I-2,01/06/2021 10:22:02,0.75,0
77300,154pro,154,H2,01/06/2021 10:32:21,0.05,0
77312,154shloh,154,I-2,01/06/2021 12:34:43,0.61,0
77313,154gf,154,H2,01/06/2021 12:52:30,0.3,0
77314,154,154,H-2,01/06/2021 14:03:46,0.18,0
77315,1905,162,H-2,01/06/2021 13:29:25,7.94,0
77316,154shiloh,154,I-2,01/06/2021 13:44:38,0.14,0
77317,154s10,154,H2,01/06/2021 13:41:54,0.09,0
77318,1542500,154,I-2,01/06/2021 14:06:49,0.75,0
77319,154trd,154,I-2,01/06/2021 13:52:02,0.31,0
77320,1921-I,162,I-2,01/06/2021 13:43:29,1.23,0
77321,CoH2,154,I-2,01/06/2021 13:49:31,0.55,0
77322,1907,162,H-2,01/06/2021 13:50:46,10.91,0
77323,154jeep,154,H2,01/06/2021 14:15:06,0.06,0
77324,1902,162,H-2,01/06/2021 13:58:52,7.86,0
77325,1906,162,H-2,01/06/2021 14:04:44,10.23,0
77326,405-1400,150,I-2,01/06/2021 14:05:26,0.56,0
77327,1543000,154,H2,01/06/2021 14:27:41,0.29,0
77328,1904,162,H-2,01/06/2021 14:15:37,2.52,0
77329,1903,162,H-2,01/06/2021 14:23:34,10,0
77365,1906,162,H-2,01/07/2021 12:40:53,7.32,0
77366,1542,154,H2,01/07/2021 12:55:26,0.21,0
77367,154,154,H-2,01/07/2021 13:05:26,0.03,0
77368,1907,162,H-2,01/07/2021 13:06:55,7.72,0
77369,1904,162,H-2,01/07/2021 13:13:21,8.72,0
77370,154,154,H-2,01/07/2021 13:27:20,0.06,0
77371,1902,162,H-2,01/07/2021 13:39:15,7.44,0
77372,154,154,H-2,01/07/2021 13:59:15,0.03,0
77373,1903,162,H-2,01/07/2021 14:01:38,9.22,0
77374,CoH2,154,I-2,01/07/2021 14:11:04,0.29,0
77375,182,182,H2,01/07/2021 14:53:38,0.09,0
77376,1895,173,H-3,01/07/2021 14:51:24,27.08,0
77377,154,154,I-2,01/07/2021 15:17:09,0.47,0
77378,1001JCGCOM,240,H1,01/08/2021 08:03:59,3.3075,150.82
77379,405-1489,150,I-2,01/08/2021 08:19:01,0.53,0
77380,1921-O,162,H-2,01/08/2021 08:41:13,6.3,0
77381,Renee 2,194,H1,01/08/2021 08:44:27,0.51,23.26
77382,182,182,DC,01/08/2021 08:57:55,0.63,28.73
77399,1907,162,H-2,01/08/2021 12:28:12,9.48,0
77400,1902,162,H-2,01/08/2021 12:39:51,7.06,0
77401,1903,162,H-2,01/08/2021 13:05:33,7.65,0
77402,154,154,H-2,01/08/2021 13:12:21,0.2,0
77403,1895,173,H-3,01/08/2021 13:25:14,24.32,0
77404,154,154,H-2,01/08/2021 14:17:54,0.24,0
77405,1542,154,H2,01/08/2021 13:58:33,0.57,0
77406,Co H 3,154,H-2,01/08/2021 13:46:21,0.27,0
77407,1547,154,H2,01/08/2021 14:45:33,0.9,0
77408,1546,154,H2,01/08/2021 14:17:32,0.19,0
77409,154red,154,H2,01/08/2021 14:18:38,0.2,0
77410,CoH2,154,I-2,01/08/2021 14:30:20,0.32,0
77411,1906,162,H-2,01/08/2021 14:43:50,10.79,0
77412,182,182,DC,01/09/2021 08:29:28,2.56,116.74
77413,154,154,H-2,01/09/2021 09:09:57,0.29,0
77414,1542,154,H2,01/09/2021 09:10:30,0.34,0
77415,154,154,I-2,01/09/2021 09:44:21,0.11,0
77416,154,154,H-2,01/09/2021 10:26:17,0.42,0
77264,blk,154,H2,01/05/2021 12:39:36,0.2,0
77265,junkman,182,DC,01/05/2021 12:53:19,1.23,56.09
77266,182,182,DC,01/05/2021 12:59:16,0.42,19.15
77268,Client,182,DC,01/05/2021 13:21:31,3.02,137.71
77269,182,182,DC,01/05/2021 13:23:58,0.25,11.4
77270,1902,162,H-2,01/05/2021 13:17:07,7.57,0
77271,1549,154,H2,01/05/2021 13:27:29,0.17,0
77272,Ram154,154,H2,01/05/2021 13:28:43,0.15,0
77273,1542,154,H2,01/05/2021 13:46:54,0.1,0
77274,154red,154,H2,01/05/2021 14:04:24,4.31,0
77275,1905,162,H-2,01/05/2021 13:44:15,2.37,0
77276,1907,162,H-2,01/05/2021 13:45:33,11.41,0
77277,182tit,154,H2,01/05/2021 14:15:01,0.34,0
77278,154tree,154,I-2,01/05/2021 14:14:23,0.12,0
77279,1904,162,H-2,01/05/2021 14:12:11,2.58,0
77280,1906,162,H-2,01/05/2021 14:12:56,10.73,0
77281,4734182,182,DC,01/05/2021 14:32:08,0.45,20.52
77282,182duel,182,DC,01/05/2021 14:42:46,0.55,25.08
77330,1895,173,H-3,01/06/2021 14:26:18,27.25,0
77331,182,182,DC,01/06/2021 14:55:09,1.26,57.46
77332,154mike,154,H2,01/06/2021 14:58:52,0.2,0
77333,1542500,154,H2,01/06/2021 14:56:56,0.03,0
77334,154sierra,154,I-2,01/06/2021 15:15:42,0.25,0
77335,154ram,154,H2,01/06/2021 15:09:08,0.11,0
77336,182,240,DC,01/07/2021 08:33:38,3.43,156.41
77337,1895,173,H-3,01/07/2021 08:19:42,29.88,0
77338,154MCHE,154,I-2,01/07/2021 08:59:22,0.42,0
77339,154,154,H-2,01/07/2021 09:02:16,0.21,0
77340,1921-O,162,H-2,01/07/2021 09:14:28,2.9,0
77341,1001JCGCOM,240,H1,01/07/2021 09:22:12,1.13,51.53
77342,LANG SANT,182,H1,01/07/2021 09:42:10,2.27,103.51
77343,1921-I,162,I-2,01/07/2021 09:57:53,0.86,0
77344,154,154,H-2,01/07/2021 10:16:56,0.14,0
77345,JOSH CARTE,122,DC,01/07/2021 10:38:30,0.98,44.69
77346,CoH2,154,H-2,01/07/2021 10:28:37,0.66,0
77347,154,154,I-2,01/07/2021 10:40:22,0.75,0
77442,154whall,154,H2,01/09/2021 13:20:14,0.15,0
77443,154oldy,182,H2,01/09/2021 13:24:27,0.36,0
77444,154sport,154,H2,01/09/2021 13:22:06,0.03,0
77445,1154,154,I-2,01/09/2021 14:01:42,0.06,0
77446,154,154,H-2,01/09/2021 13:51:00,0.15,0
77447,154ford,154,I-2,01/09/2021 14:08:03,1.1,0
77448,154dog,154,H2,01/09/2021 13:53:18,0.01,0
77449,154blk,154,H2,01/09/2021 13:59:28,0.08,0
77450,154grey,154,H2,01/09/2021 14:03:40,0.1,0
77451,1547,154,H2,01/09/2021 14:11:40,0.69,0
77452,154red,182,DC,01/09/2021 14:34:42,0.92,41.95
77453,154,154,H-2,01/09/2021 14:15:38,0.62,0
77454,lott,182,DC,01/09/2021 14:24:15,0.26,11.86
77455,154ram,154,H2,01/09/2021 14:28:12,0.09,0
77456,154,154,H-2,01/09/2021 14:45:22,0.07,0
77457,182,182,H2,01/09/2021 15:06:50,0.04,0
77458,154,154,H-2,01/09/2021 15:25:11,0.35,0
77459,154,154,H-2,01/09/2021 15:36:30,0.19,0
77500,154titan,154,H2,01/11/2021 14:09:05,0.94,0
77501,1907,162,H-2,01/11/2021 13:51:35,9.64,0
77502,154,154,H-2,01/11/2021 14:16:48,0.29,0
77503,154che,154,H2,01/11/2021 14:22:45,0.33,0
77504,1903,162,H-2,01/11/2021 14:03:31,6.66,0
77505,CoH2,154,I-2,01/11/2021 14:24:00,0.55,0
77506,1906,162,H-2,01/11/2021 14:25:13,9.33,0
77507,1923,162,H-2,01/11/2021 14:31:22,11.64,0
77508,1001JCGCOM,240,H1,01/12/2021 08:07:04,2.5175,114.8
77509,154,154,H-2,01/12/2021 08:38:56,0.7,0
77510,154van,154,H2,01/12/2021 08:42:07,0.17,0
77511,1895,173,H-3,01/12/2021 08:51:26,16.21,0
77512,154,154,H-2,01/12/2021 09:02:23,0.07,0
77513,154,154,H-2,01/12/2021 09:18:49,0.12,0
77514,154rich,154,H2,01/12/2021 10:25:43,0.6,0
77515,154stx,154,H2,01/12/2021 10:18:05,0.08,0
77516,Renee 2,456,H1,01/12/2021 10:21:17,0.12,5.47
77517,182red,182,DC,01/12/2021 10:40:29,0.72,32.83
77128,1542,154,H2,01/02/2021 10:13:12,0.07,0
77129,154,154,H-2,01/02/2021 10:31:29,0.04,0
77130,182,182,DC,01/02/2021 10:55:41,0.3,13.68
77131,1542,154,H2,01/02/2021 10:53:29,0.08,0
77132,154,154,H-2,01/02/2021 11:02:41,0.03,0
77133,1154,154,H2,01/02/2021 11:06:19,0.13,0
77134,Car,154,H2,01/02/2021 11:12:56,0.17,0
77135,154,154,H-2,01/02/2021 11:23:53,0.03,0
77136,154,154,H-2,01/02/2021 11:38:50,0.64,0
77137,Car,154,H2,01/02/2021 11:41:20,0.08,0
77138,Car,154,H2,01/02/2021 11:49:54,0.03,0
77139,154,154,H-2,01/02/2021 12:04:19,0.08,0
77140,twq  ,154,H2,01/02/2021 12:14:35,0.11,0
77141,1542,154,H2,01/02/2021 12:13:29,0.07,0
77142,1543,154,H2,01/02/2021 12:17:55,0.09,0
77518,CoH2,154,I-2,01/12/2021 10:24:36,0.16,0
77519,182jimm,182,DC,01/12/2021 11:04:24,1.25,57
77520,182blk,182,DC,01/12/2021 11:33:00,0.46,20.98
77521,1904,162,H-2,01/12/2021 11:40:42,7.85,0
77522,1905,162,H-2,01/12/2021 12:13:48,7.63,0
77523,154s10,154,I-2,01/12/2021 12:39:51,0.39,0
77524,182mford,182,DC,01/12/2021 12:49:27,0.32,14.59
77525,182ex,182,DC,01/12/2021 12:54:39,0.45,20.52
77526,1895,173,H-3,01/12/2021 12:53:25,27.14,0
77527,1907,162,H-2,01/12/2021 12:57:34,7.44,0
77528,154wford,154,H2,01/12/2021 13:05:51,0.22,0
77529,154,154,H-2,01/12/2021 13:29:28,0.18,0
77530,154ram,154,H2,01/12/2021 13:35:31,0.07,0
77531,Renee 2,194,H1,01/12/2021 13:34:04,0.35,15.96
77532,154toy,154,H2,01/12/2021 13:59:11,0.1,0
77533,1903,162,H-2,01/12/2021 13:58:17,9.19,0
77534,1920,162,H-2,01/12/2021 14:00:00,9.67,0
77535,1923,162,H-2,01/12/2021 14:00:49,10.46,0
77143,154ram,154,H2,01/02/2021 12:20:18,0.04,0
77144,moldy,154,H2,01/02/2021 12:26:58,0.09,0
77145,154blu,154,H2,01/02/2021 12:32:45,0.2,0
77146,154,154,DC,01/02/2021 12:51:53,0.71,32.38
77147,68154,154,H2,01/02/2021 13:12:33,0.25,0
77148,154coun,154,H2,01/02/2021 13:16:52,0.14,0
77149,154brug,154,H2,01/02/2021 13:16:10,0.09,0
77150,154,154,H-2,01/02/2021 13:29:28,0.32,0
77151,141154,154,DC,01/02/2021 13:43:40,2.07,94.39
77152,Stui,154,DC,01/02/2021 13:35:23,0.62,28.27
77153,154tan,154,H2,01/02/2021 13:51:52,0.61,0
77154,154,154,H-2,01/02/2021 14:04:32,0.83,0
77155,182,182,DC,01/02/2021 13:53:53,1.33,60.65
77156,20819,154,DC,01/02/2021 13:58:12,0.42,19.15
77157,tunda,154,H2,01/02/2021 14:57:05,0.22,0
77158,154ram,154,I-2,01/02/2021 14:22:18,0.16,0
77159,208154,154,H2,01/02/2021 14:41:43,1.11,0
77178,Renee 2,194,H1,01/04/2021 10:09:02,0.39,17.78
77568,154,154,H-2,01/13/2021 14:23:16,0.41,0
77569,1547,154,H2,01/13/2021 14:22:11,0.08,0
77570,154,154,I-2,01/13/2021 15:00:12,0.26,0
77571,1221,173,H-3,01/13/2021 14:40:46,32.46,0
77572,1548,154,H2,01/13/2021 14:50:26,0.07,0
77573,1549,154,H2,01/13/2021 14:59:31,1.41,0
77574,154wash,154,H2,01/13/2021 14:59:18,0.27,0
77575,480182,182,DC,01/13/2021 15:20:25,0.18,8.21
77576,154,154,H-2,01/13/2021 15:56:33,1.78,0
77577,182,182,DC,01/13/2021 15:58:11,5.48,249.89
77578,1001JCGCOM,240,H1,01/14/2021 08:06:01,2.9475,134.41
77579,154,154,H-2,01/14/2021 08:35:25,0.14,0
77580,154,154,H-2,01/14/2021 09:03:26,0.24,0
77581,1891,173,H-3,01/14/2021 09:13:04,24.56,0
77582,182,182,DC,01/14/2021 09:24:42,0.69,31.46
77583,154,154,H-2,01/14/2021 10:22:22,1.73,0
77584,182,182,DC,01/14/2021 09:56:43,0.5,22.8
77585,1542,154,DC,01/14/2021 09:52:12,0.91,41.5
77460,123154,154,H2,01/09/2021 15:47:57,0.11,0
77461,1706comp,240,H1,01/11/2021 08:04:43,3.4,155.04
77462,154,154,H-2,01/11/2021 08:21:53,0.07,0
77463,1921-O,162,H-2,01/11/2021 08:29:41,1.85,0
77464,1895,173,H-3,01/11/2021 08:45:54,29.63,0
77465,154,154,H-2,01/11/2021 08:58:06,0.12,0
77466,154btoy,154,I-2,01/11/2021 09:08:37,1.46,0
77467,1921-C,162,H-2,01/11/2021 09:10:21,9.25,0
77468,CoH2,154,I-2,01/11/2021 09:38:09,0.24,0
77469,182,182,DC,01/11/2021 10:19:59,1.12,51.07
77470,1921-I,162,H2,01/11/2021 10:07:54,1.45,0
77471,154,236,H-2,01/11/2021 10:33:47,0.78,0
77472,1904,162,H-2,01/11/2021 10:18:24,4.7,0
77473,154ram,154,H2,01/11/2021 10:34:19,0.31,0
77474,154toy,154,I-2,01/11/2021 10:46:31,0.04,0
77475,182,182,DC,01/11/2021 11:08:33,1.49,67.94
77476,1 2 3,154,H-2,01/11/2021 10:50:22,1.89,0
77477,154blk,154,H2,01/11/2021 10:57:58,0.09,0
77536,1904,162,H-2,01/12/2021 14:03:31,2.48,0
77537,154,154,H2,01/12/2021 14:15:42,0.95,0
77538,154che,154,H2,01/12/2021 14:18:27,0.49,0
77539,182,182,DC,01/12/2021 14:42:07,1.13,51.53
77540,CoH2,154,I-2,01/12/2021 15:09:04,0.3,0
77541,154,154,H-2,01/12/2021 15:37:09,0.33,0
77542,1001JCGCOM,240,H1,01/13/2021 08:01:02,2.8375,129.39
77543,1221,173,H-3,01/13/2021 08:09:27,33.2,0
77544,1895,173,H-3,01/13/2021 08:39:05,25.26,0
77545,182,182,DC,01/13/2021 08:56:23,0.3,13.68
77546,1001JCGCOM,240,H1,01/13/2021 09:18:27,3.0175,137.6
77547,182,182,DC,01/13/2021 09:48:54,0.25,11.4
77548,Co H 3,154,H-2,01/13/2021 09:39:47,0.27,0
77549,davis,182,H1,01/13/2021 10:09:40,1.15,52.44
77550,182,182,DC,01/13/2021 11:09:11,0.18,8.21
77551,1221,173,H-3,01/13/2021 11:22:06,28.78,0
77552,154,154,I-2,01/13/2021 12:31:30,1.35,0
77553,1904,162,H-2,01/13/2021 11:36:42,8.42,0
77608,1903,162,H-2,01/14/2021 14:03:20,7.32,0
77609,182,182,DC,01/14/2021 14:31:36,3.47,158.23
77610,154,154,H-2,01/14/2021 14:39:02,0.27,0
77611,Saam,154,I-2,01/14/2021 14:47:16,0.25,0
77612,1542,154,H2,01/14/2021 15:39:24,0.18,0
77613,154red,154,I-2,01/14/2021 15:03:59,0.22,0
77614,1548,154,H2,01/14/2021 15:16:35,0.11,0
77615,154mnt,154,DC,01/14/2021 15:27:39,0.6,27.36
77616,154whithar,154,I-2,01/14/2021 15:40:42,1.73,0
77617,davis,182,DC,01/14/2021 15:36:07,0.46,20.98
77618,82154,154,H2,01/14/2021 15:41:29,1.59,0
77619,1215,173,H-3,01/14/2021 17:12:30,27.22,0
77620,182,182,DC,01/15/2021 08:21:17,0.12,5.47
77621,154,154,H-2,01/15/2021 08:24:54,0.06,0
77622,405-1489,150,I-2,01/15/2021 08:28:39,0.29,0
77623,1921-O,162,H-2,01/15/2021 08:29:10,2.37,0
77624,154,154,I-2,01/15/2021 08:54:31,0.51,0
77625,154red,154,H2,01/15/2021 08:44:39,0.11,0
77179,1904,162,H-2,01/04/2021 10:12:38,4.68,0
77180,154,154,H-2,01/04/2021 10:25:02,0.27,0
77181,1542,154,H2,01/04/2021 10:32:21,0.15,0
77182,182,182,DC,01/04/2021 10:54:58,0.42,19.15
77183,154out,154,H2,01/04/2021 10:49:20,1.17,0
77184,1907,162,H-2,01/04/2021 11:00:05,6.71,0
77185,154,154,H-2,01/04/2021 11:02:16,0.51,0
77186,154,154,H-2,01/04/2021 11:08:58,0.03,0
77187,1706comp,240,H1,01/04/2021 11:12:31,0.93,42.41
77188,154,154,H-2,01/04/2021 11:34:31,0.54,0
77189,154,154,H-2,01/04/2021 11:54:58,0.07,0
77190,332154,154,H2,01/04/2021 11:56:58,0.07,0
77191,Car154,154,H2,01/04/2021 12:00:12,0.13,0
77301,154ram,154,H2,01/06/2021 10:31:47,0.12,0
77302,CoH2,154,I-2,01/06/2021 10:30:11,0.69,0
77303,154blue,154,H2,01/06/2021 10:50:40,0.19,0
77304,1895,173,H-3,01/06/2021 11:19:17,22.35,0
77305,1921-O,162,H-2,01/06/2021 11:30:43,2.28,0
77628,1706comp,240,H1,01/15/2021 08:49:27,2.77,126.31
77629,182,182,DC,01/15/2021 09:09:33,0.18,8.21
77630,1921-O,162,H-2,01/15/2021 09:24:37,1.9,0
77631,182,182,DC,01/15/2021 10:13:08,0.16,7.3
77632,154smoky,154,H2,01/15/2021 10:29:36,0.29,0
77633,182,182,DC,01/15/2021 10:39:35,1.2,54.72
77634,182,182,H2,01/15/2021 10:56:12,0.13,0
77635,1706open,164,H1,01/15/2021 10:47:46,0.43,19.61
77636,hamm,154,H2,01/15/2021 11:26:30,1.19,0
77637,154,154,H-2,01/15/2021 11:41:07,0.34,0
77638,182red,154,DC,01/15/2021 11:19:06,0.74,33.74
77639,405-1489,150,I-2,01/15/2021 11:13:00,0.5,0
77640,154stev,154,H2,01/15/2021 11:26:54,0.08,0
77641,289,154,H2,01/15/2021 11:32:47,0.43,0
77642,1215,173,H-3,01/15/2021 11:50:06,10.98,0
77643,182,182,DC,01/15/2021 12:09:41,1.49,67.94
77644,154,154,H-2,01/15/2021 12:18:28,0.06,0
77645,1923,162,H-2,01/15/2021 12:26:28,8.91,0
77664,154,154,H-2,01/15/2021 15:20:24,1.38,0
77665,506154,154,H2,01/15/2021 14:44:25,0.1,0
77666,154car,154,I-2,01/15/2021 15:03:34,0.51,0
77667,1547,154,H2,01/15/2021 15:13:34,0.31,0
77668,405-1489,150,I-2,01/15/2021 15:19:21,2.26,0
77669,154,154,I-2,01/16/2021 08:58:22,0.35,0
77670,154,154,H-2,01/16/2021 09:14:25,0.1,0
77671,1543,154,I-2,01/16/2021 09:20:30,0.13,0
77672,182,182,DC,01/16/2021 09:51:31,0.49,22.34
77673,1822,182,DC,01/16/2021 09:53:44,0.65,29.64
77674,741182,182,H1,01/16/2021 10:05:23,0.58,26.45
77675,20154,154,H2,01/16/2021 10:02:15,0.26,0
77676,1547,154,I-2,01/16/2021 11:01:18,7.53,0
77677,154orbit,154,H2,01/16/2021 10:16:33,0.11,0
77678,uhaul,182,DC,01/16/2021 10:26:43,0.31,14.14
77679,154red,154,H2,01/16/2021 10:34:07,0.37,0
77680,182whit,154,H2,01/16/2021 10:56:12,0.24,0
77681,1827,182,DC,01/16/2021 11:01:32,3.66,166.9
77306,154red,154,H2,01/06/2021 11:52:59,0.25,0
77307,405-1400,150,I-2,01/06/2021 11:45:39,0.51,0
77308,405-1489,150,I-2,01/06/2021 11:46:13,0.65,0
77309,154z,154,H2,01/06/2021 11:56:46,0.27,0
77310,154gmc,154,H2,01/06/2021 11:58:50,0.21,0
77311,1904,162,H-2,01/06/2021 12:10:43,9.21,0
77348,TOY,154,H2,01/07/2021 10:35:42,0.05,0
77349,154DOG,154,H2,01/07/2021 11:45:33,0.16,0
77350,154rec,154,H2,01/07/2021 10:50:37,0.71,0
77351,Carlise,154,H2,01/07/2021 10:55:52,0.97,0
77352,Carslie,120,DC,01/07/2021 10:55:38,0.83,37.85
77353,blk,154,H2,01/07/2021 10:58:09,0.22,0
77354,Riff,154,H2,01/07/2021 10:58:57,0.07,0
77355,davis,182,DC,01/07/2021 11:37:33,0.66,30.1
77356,Ram,154,DC,01/07/2021 11:47:59,0.34,15.5
77357,1921-O,162,H-2,01/07/2021 11:35:43,2.85,0
77358,1 2 3,154,H-2,01/07/2021 11:42:54,1.45,0
77359,154,154,I-2,01/07/2021 12:02:55,0.2,0
77700,154,154,H-2,01/16/2021 12:50:10,0.47,0
77701,154,154,H-2,01/16/2021 13:02:02,0.01,0
77702,182,182,DC,01/16/2021 13:11:15,1.84,83.9
77703,BLU,154,H2,01/16/2021 14:06:09,0.4,0
77704,1286,173,H-3,01/16/2021 13:42:54,10.53,0
77705,SUNNY,154,H2,01/16/2021 14:14:52,4.26,0
77706,154GMC,154,I-2,01/16/2021 14:34:52,0.25,0
77708,423182,182,DC,01/16/2021 14:37:19,0.19,8.66
