TRANS_NUM,Truck,Account,Commodity,Out Date/Time,Net Tons,Ticket Total
97976,238,238,DC,02/08/2022 11:16:53,0.63,28.73
97977,1925,162,H-2,02/08/2022 11:40:48,7.66,0
97978,154bram150,154,H2,02/08/2022 11:57:04,0.05,0
97979,154wtund/t,154,DC,02/08/2022 12:21:25,1.14,51.98
97980,154bc2500,154,H2,02/08/2022 12:05:18,0.14,0
97771,154g/t,154,H2,02/04/2022 09:41:45,0.01,0
97772,154wcz71,154,H2,02/04/2022 09:52:56,0.12,0
97773,1926-c,162,H-2,02/04/2022 09:59:50,6.5,0
97774,154rcsilv/,154,H2,02/04/2022 11:12:25,0.45,0
97775,154bcz71,154,H2,02/04/2022 11:12:54,0.27,0
97776,1926 C,162,H-2,02/04/2022 11:18:28,1.07,0
97777,1001CAL30,240,H1,02/04/2022 11:29:04,0.92,41.95
97778,182davis,182,H1,02/04/2022 11:39:12,0.52,23.71
97779,154sgmc/t,182,DC,02/04/2022 12:02:10,0.25,11.4
97780,154stita,154,I-2,02/04/2022 12:09:55,0.2,0
97781,1905,162,H-2,02/04/2022 12:17:53,8.6,0
97797,154gf150,154,DC,02/05/2022 08:59:02,0.22,10.03
97798,154mram150,182,DC,02/05/2022 09:34:16,0.27,12.31
97799,154wsilv/t,154,I-2,02/05/2022 10:03:46,0.35,0
97800,154rf250,154,H2,02/05/2022 10:09:19,0.11,0
97801,154wtitan,154,H2,02/05/2022 10:13:17,0.03,0
97802,154jeep/t,154,H2,02/05/2022 10:18:08,0.23,0
97999,154gfront,154,H2,02/08/2022 14:55:21,0.11,0
98000,1906,162,H-2,02/08/2022 14:57:15,9.35,0
98001,154btac,154,I-2,02/08/2022 15:13:03,0.11,0
98002,154sil,154,H2,02/08/2022 15:06:39,0.44,0
98003,154stac,154,H2,02/08/2022 15:11:12,0.12,0
98004,2679,173,H-3,02/08/2022 15:08:28,33.1,0
98005,154bf150,154,H2,02/08/2022 15:26:11,0.04,0
98006,154bc1500,154,H2,02/08/2022 15:26:20,0.02,0
98008,154wfrang,154,H2,02/08/2022 15:48:03,0.15,0
98009,154wd/t,154,I-1,02/08/2022 16:02:59,0.48,8.64
98010,154sch,154,H2,02/08/2022 16:05:01,0.11,0
98011,154wram/t,154,DC,02/08/2022 16:11:47,1.63,74.33
98012,1706JCGcom,240,H1,02/09/2022 07:58:25,2.06,93.94
98013,154sf150,154,H2,02/09/2022 08:08:14,0.08,0
98014,182h&H,182,DC,02/09/2022 08:14:09,0.3,0
98015,154f250,154,DC,02/09/2022 08:23:54,0.14,6.38
98016,154wutil/t,182,DC,02/09/2022 08:36:33,0.23,10.49
97803,154bgmc/t,154,H2,02/05/2022 10:28:16,1.89,0
97884,154tacoma,154,H2,02/07/2022 08:29:06,0.15,0
97885,1001JCG20y,240,H1,02/07/2022 08:31:12,6.11,278.62
97886,1921-O,162,H-2,02/07/2022 08:38:28,1.69,0
97887,1544x4,154,H2,02/07/2022 08:53:30,0.32,0
97888,154bur150,154,I-2,02/07/2022 09:13:46,0.35,0
97889,182silduel,182,DC,02/07/2022 09:17:34,1.01,46.06
97890,154grychev,154,I-2,02/07/2022 09:23:43,0.18,0
97891,154grtit,154,H2,02/07/2022 09:28:15,0.15,0
97892,182BSMART,238,DC,02/07/2022 09:38:55,0.16,7.3
97893,154WSIL,154,H2,02/07/2022 09:42:59,0.22,0
97894,154GRY150,154,H2,02/07/2022 09:56:51,3.42,155.95
97895,154GRAM,154,H2,02/07/2022 10:34:29,1.72,0
97896,1921-C,162,H-2,02/07/2022 09:50:43,7.01,0
97897,154G150,154,H2,02/07/2022 10:10:46,0.12,0
97898,Renne's 94,194,H1,02/07/2022 09:55:25,0.65,29.64
97899,154OUTDOOR,154,H2,02/07/2022 10:16:15,0.73,0
97981,2679,173,H-3,02/08/2022 12:01:19,26.7,0
97982,154bf150,154,H2,02/08/2022 12:08:27,0.04,0
97983,154bcadi/t,154,H2,02/08/2022 12:31:02,0.1,0
97984,154mram,154,H2,02/08/2022 12:24:13,0.05,0
97985,154bgmc,154,I-2,02/08/2022 12:48:45,0.28,0
97986,154btacom,154,I-2,02/08/2022 12:57:23,0.1,0
97987,154bccolor,154,H2,02/08/2022 13:02:57,0.05,0
97988,1924,162,H-2,02/08/2022 13:07:44,7.07,0
97989,1923,162,H-2,02/08/2022 13:13:45,9.88,0
97990,1905,162,H-2,02/08/2022 13:18:33,8.34,0
97991,154mcz71,154,H2,02/08/2022 13:25:50,0.04,0
97992,154bc2500,154,I-2,02/08/2022 13:44:19,0.47,0
97993,154wtundr,154,DC,02/08/2022 13:56:13,0.15,6.84
97994,154gtac,154,H2,02/08/2022 14:07:02,0.06,0
97995,1925,162,H-2,02/08/2022 14:10:59,2.95,0
97996,ABC,243,H-4,02/08/2022 14:16:10,8.54,0
97998,1907,162,H-2,02/08/2022 14:40:21,8.84,0
97900,154GCOL,154,H2,02/07/2022 10:19:00,0.06,0
97901,1925,162,H-2,02/07/2022 10:14:47,4.67,0
97902,154BMUSTA,154,H2,02/07/2022 10:20:55,0,0
97903,154GRYCHEV,154,H2,02/07/2022 10:34:18,0.39,0
97904,154GTAC,154,I-2,02/07/2022 10:54:06,0.81,0
97905,154GTITAN,154,H2,02/07/2022 10:43:10,0.12,0
97906,CoH2,154,I-2,02/07/2022 10:38:37,0.28,0
97907,154BUR150,154,I-2,02/07/2022 11:14:01,0.23,0
97908,154RDUTIL,154,H2,02/07/2022 11:00:44,0.32,0
97909,182TRD,182,DC,02/07/2022 11:09:42,1.01,46.06
97910,154WDEN,154,H2,02/07/2022 11:19:44,0.39,17.78
97911,154WTAC,154,H2,02/07/2022 11:12:25,0.02,0
97912,154WRAN,154,H2,02/07/2022 11:18:03,0.03,0
97913,154YAN,154,H2,02/07/2022 11:28:08,0.35,0
97914,1921-O,162,H-2,02/07/2022 11:22:16,3.05,0
97915,154GNIS,154,H2,02/07/2022 11:35:26,0.02,0
98017,182hrs,154,W-2 (White Goods),02/09/2022 08:35:25,0.08,0
98084,154wf150,154,H2,02/10/2022 11:52:04,0.19,0
98086,154sf150,154,H2,02/10/2022 11:42:11,0.05,0
98087,154bc350,154,H2,02/10/2022 12:04:12,0.06,0
98088,2679,173,H-3,02/10/2022 12:01:03,22.45,0
98089,154rram/t,154,H2,02/10/2022 12:19:23,1.39,0
98090,154bf150,154,H2,02/10/2022 12:28:11,0.05,0
98091,154wrange,154,I-2,02/10/2022 12:47:22,0.24,0
98092,154rfran,154,H2,02/10/2022 12:37:15,0.03,0
98093,1906,162,H-2,02/10/2022 12:41:04,6.72,0
98094,154BF150/T,154,H2,02/10/2022 12:56:28,0.24,0
98095,1 2 3,154,H-2,02/10/2022 12:51:51,1.5,0
98096,154rrang,154,DC,02/10/2022 12:58:03,0.11,5.02
98097,182rf150/t,182,I-1,02/10/2022 13:06:01,2.64,47.52
98098,182bram/t,182,I-1,02/10/2022 13:05:48,3.45,62.1
98099,1924,162,H-2,02/10/2022 12:57:45,5.12,0
98100,154gf150,154,H2,02/10/2022 13:08:50,0.13,0
98101,1923,162,H-2,02/10/2022 13:00:51,7.54,0
98146,154rf150,154,I-2,02/11/2022 11:14:16,0.1,0
98147,1921-I,162,I-2,02/11/2022 11:01:23,2.91,0
98148,154wgmc,154,H2,02/11/2022 11:10:22,0.14,0
98149,154bc2500,154,H2,02/11/2022 11:21:10,0.24,0
98150,154gjeep/t,154,H2,02/11/2022 11:24:28,0.13,0
98151,154wd/t,154,H2,02/11/2022 11:27:15,0.89,0
98152,154ssilve,154,H2,02/11/2022 11:29:03,0.12,0
98153,154blgmc,154,I-2,02/11/2022 11:33:27,0.09,0
98154,154taval,154,H2,02/11/2022 11:39:35,0.02,0
98155,154bf150,154,H2,02/11/2022 11:44:19,0.15,0
98156,154wf150/t,154,DC,02/11/2022 11:48:40,1.07,48.79
98157,154bram/t,154,I-2,02/11/2022 11:51:48,0.53,0
98158,154wf150/t,154,I-2,02/11/2022 12:38:28,1,0
98159,154bc1500,154,I-2,02/11/2022 12:11:11,0.07,0
98160,154tf150,154,H2,02/11/2022 12:07:34,0.05,0
98161,154sram/t,154,I-2,02/11/2022 12:32:38,0.44,0
98162,154bram/t,154,I-2,02/11/2022 12:32:49,0.45,0
98163,2679,173,H-3,02/11/2022 12:14:26,20.62,0
98182,gatlin,182,DC,02/11/2022 14:48:57,0.11,5.02
98183,1906,162,H-2,02/11/2022 14:45:40,8.35,0
98184,154gsrs,154,H2,02/11/2022 15:10:00,0.31,0
98185,154wram/tr,154,H1,02/11/2022 15:29:11,1.32,60.19
98186,154rf150,154,H2,02/11/2022 15:11:49,0.17,0
98187,154rf250,154,H2,02/11/2022 15:15:01,0.2,0
98188,154tram,154,I-2,02/11/2022 15:16:56,0.04,0
98189,2679,173,H-3,02/11/2022 15:13:42,27.24,0
98190,CoH2,154,I-2,02/11/2022 15:17:52,0.22,0
98191,154bsuv/,154,H2,02/11/2022 15:26:08,0.07,0
98192,154mazda,154,I-2,02/11/2022 15:32:03,0.07,0
98193,uhaul,154,H2,02/11/2022 15:34:06,0.09,0
98194,154rtoy,154,H2,02/11/2022 15:45:01,0.03,0
98195,154bc,154,H2,02/11/2022 16:00:38,0.23,0
98196,154wf350/,239,DC,02/11/2022 16:00:48,2.45,111.72
98197,154wtund,154,H2,02/12/2022 08:17:37,0.03,0
98198,154bcutil,154,H2,02/12/2022 08:20:05,0.06,0
98199,154bchevy,154,I-2,02/12/2022 08:37:02,0.7,0
98018,2679,173,H-3,02/09/2022 08:56:38,28.08,0
98019,154mf150/,154,H2,02/09/2022 09:46:51,0.23,0
98020,2497,173,H-3,02/09/2022 09:43:24,25.32,0
98021,154bc1500/,182,DC,02/09/2022 10:07:56,1.12,51.07
98022,154bchevy,154,DC,02/09/2022 09:56:54,0.09,4.1
98028,154branger,154,I-2,02/09/2022 11:48:42,0.1,0
98029,154suv/tr,154,DC,02/09/2022 11:52:51,0.23,10.49
98030,154bram,154,H2,02/09/2022 12:00:39,0.09,0
98031,2679,173,H-3,02/09/2022 12:02:07,27.41,0
98032,1925,162,H-2,02/09/2022 12:03:56,8.77,0
98033,154wrang/t,154,H2,02/09/2022 12:31:05,0.28,0
98034,154wsuv,154,H2,02/09/2022 12:44:34,0.06,0
98035,154rsuv,154,H2,02/09/2022 12:42:03,0.02,0
98036,154bram/t,154,H2,02/09/2022 12:56:12,0.21,0
98037,154sram/t,154,H2,02/09/2022 13:06:21,0.41,0
98040,1905,162,H-2,02/09/2022 13:24:43,7.26,0
98039,2497,173,H-3,02/09/2022 13:07:39,26.92,0
98044,1924,162,H-2,02/09/2022 13:36:42,5,0
98045,154wf350,154,H2,02/09/2022 13:47:19,0.08,0
98046,154rf150,154,I-2,02/09/2022 13:54:55,0.13,0
98047,1925,162,H-2,02/09/2022 13:49:41,1.29,0
98048,1906,162,H-2,02/09/2022 13:55:40,8.7,0
98049,154bf150,154,H2,02/09/2022 14:25:18,0.04,0
98050,154blf150,154,H2,02/09/2022 14:26:47,0.04,0
98051,C 0 H 1,154,H-2,02/09/2022 14:27:08,0.42,0
98052,154tc1500,154,H2,02/09/2022 14:34:41,0.03,0
98053,1907,162,H-2,02/09/2022 14:30:41,7.44,0
98054,182rf250/,182,I-1,02/09/2022 14:52:49,2.19,39.42
98055,182bram/t,154,I-1,02/09/2022 14:51:48,2.99,53.82
98056,2679,173,H-3,02/09/2022 15:01:36,31.14,0
98057,154rram,154,H2,02/09/2022 15:12:48,0.07,0
98061,1706JCGcom,240,H1,02/10/2022 07:58:45,2.28,103.97
98062,1921-C,162,H-2,02/10/2022 08:16:39,7.3,0
98063,154wsierra,154,H2,02/10/2022 08:29:41,0.1,0
98064,154van/t,154,H2,02/10/2022 08:32:07,0.21,0
98065,154mtund,154,H2,02/10/2022 08:56:56,0.12,0
98066,2679,173,H-3,02/10/2022 08:55:07,25.26,0
98067,1921-C,162,H-2,02/10/2022 09:08:36,5.47,0
98068,154h.c./t,154,H2,02/10/2022 09:32:55,1.02,0
98069,154bram250,182,DC,02/10/2022 09:30:37,0.62,28.27
98070,122,122,DC,02/10/2022 09:49:49,0.7,31.92
98071,154branger,154,I-2,02/10/2022 09:48:15,0.11,0
98072,154rtund,154,H2,02/10/2022 09:53:38,0.17,0
98073,154wc2500,154,H2,02/10/2022 10:08:08,0.02,0
98074,154rtac,154,H2,02/10/2022 10:19:55,0.23,0
98075,154sf150,154,H2,02/10/2022 10:22:03,0.17,0
98113,154car,154,H2,02/10/2022 14:37:24,0.12,0
98115,154bram,154,H2,02/10/2022 15:13:04,0.12,0
98116,154bfrang,154,I-2,02/10/2022 15:19:11,0.13,0
98117,prisondeta,154,H2,02/10/2022 15:24:36,0.21,0
98118,154sram,154,I-2,02/10/2022 15:39:54,0.62,0
98164,154blcs10,154,H2,02/11/2022 12:35:37,0.24,0
98165,1925,162,H-2,02/11/2022 12:37:23,5.95,0
98166,1923,162,H-2,02/11/2022 12:45:10,8.77,0
98167,1905,162,H-2,02/11/2022 12:46:19,7.89,0
98168,handyman,154,H2,02/11/2022 12:53:14,0.08,0
98169,154wgmc,154,DC,02/11/2022 12:57:52,0.08,3.65
98170,1907,162,H-2,02/11/2022 12:53:49,6.46,0
98171,154sram/t,154,DC,02/11/2022 13:15:41,0.33,15.05
98172,154bc1500,154,H2,02/11/2022 13:13:01,0.01,0
98173,154bf150,154,H2,02/11/2022 13:32:20,0.1,0
98174,154rf150,154,H2,02/11/2022 13:39:51,0.06,0
98175,154wf150/t,154,I-2,02/11/2022 14:06:24,0.13,0
98176,154ssilve/,182,DC,02/11/2022 14:21:28,0.93,42.41
98177,154rf150,154,H2,02/11/2022 14:16:30,0.05,0
98178,154bram150,154,H2,02/11/2022 14:18:04,0.16,0
98179,238,238,DC,02/11/2022 14:19:42,0.22,10.03
98180,154van,154,H2,02/11/2022 14:32:52,0.1,0
98181,154wfrang,154,I-2,02/11/2022 14:44:34,0.22,0
98119,154bram/t,154,I-2,02/10/2022 15:40:02,0.54,0
98120,154bf250/t,120,H1,02/10/2022 15:32:46,0.72,32.83
98121,154r1500,154,H2,02/10/2022 15:30:26,0.07,0
98123,154wgmc/t,182,DC,02/10/2022 15:47:29,0.65,29.64
98124,CoH2,154,I-2,02/10/2022 15:42:24,0.43,0
98125,154wsx/t,154,W-2 (White Goods),02/10/2022 15:57:40,0.04,0
98126,154stacoma,182,DC,02/11/2022 08:12:32,0.19,8.66
98127,154sf150,154,H2,02/11/2022 08:20:58,0.02,0
98128,182,120,DC,02/11/2022 08:30:21,0.34,15.5
98129,1921-O,162,H-2,02/11/2022 08:28:18,1.11,0
98130,1926 C,162,H-2,02/11/2022 08:35:35,0.35,0
98131,1001JCGCOM,240,H1,02/11/2022 08:37:23,3.22,146.83
98132,182davis,182,H1,02/11/2022 09:05:58,2.05,93.48
98133,2679,173,H-3,02/11/2022 09:01:50,30.39,0
98134,154wf150/t,154,DC,02/11/2022 09:10:57,0.38,17.33
98135,154gtoy,154,H2,02/11/2022 09:17:23,0.06,0
98136,154bcz71,154,H2,02/11/2022 09:27:19,0.29,0
98137,1001JCG20y,240,H1,02/11/2022 09:33:56,0.35,15.96
98138,154wgmc/t,154,H2,02/11/2022 09:44:27,0.34,0
98200,154bram,154,H2,02/12/2022 08:32:43,0.03,0
98201,154wd/t,154,H2,02/12/2022 08:51:30,0.34,0
98202,154gc1500,154,I-2,02/12/2022 09:24:42,0.13,0
98203,154gc1500/,182,DC,02/12/2022 09:40:34,0.48,21.89
98204,154btac/t,154,I-2,02/12/2022 09:56:45,0.73,0
98205,154gc1500,154,H2,02/12/2022 09:44:23,0.07,0
98206,154rtoy,154,I-2,02/12/2022 09:56:59,0.39,0
98207,154bram,154,I-2,02/12/2022 09:53:05,0.13,0
98208,154mtundr,154,H2,02/12/2022 09:54:58,0.1,0
98209,154blram,154,H2,02/12/2022 09:58:00,0.09,0
98210,154btita,154,H2,02/12/2022 10:00:35,0.1,0
98211,154bc1500/,154,DC,02/12/2022 10:13:10,0.3,13.68
98212,154m1500,154,H2,02/12/2022 10:30:05,0.12,0
98213,154wf150/t,154,I-2,02/12/2022 10:32:32,0.44,0
98214,154wf150/,154,I-2,02/12/2022 10:43:12,0.43,0
98363,CoH2,154,I-2,02/15/2022 09:48:48,0.17,0
98364,154bf250/,154,I-2,02/15/2022 10:15:03,0.91,0
98365,154bf350,154,H2,02/15/2022 10:31:19,0.05,0
98366,154gsilver,154,H2,02/15/2022 10:32:48,0.05,0
98367,154mazda,154,I-2,02/15/2022 10:50:50,0.08,0
98368,154white/,182,DC,02/15/2022 10:54:41,1.04,47.42
98369,hc recret,154,H2,02/15/2022 11:03:58,0.82,0
98370,154rf150/t,154,I-2,02/15/2022 11:09:25,0.39,0
98371,2664,173,H-3,02/15/2022 11:06:34,24.8,0
98372,154suv/t,154,H2,02/15/2022 11:46:42,0.43,0
98373,154mvan/t,154,I-2,02/15/2022 11:58:32,0.4,0
98374,1925,162,H-2,02/15/2022 11:36:43,6.99,0
98375,154gsilv,154,H2,02/15/2022 12:00:06,0.08,0
98376,154bgmc,154,H2,02/15/2022 12:15:08,0.15,0
98377,154wgmc/,154,DC,02/15/2022 12:24:31,1.17,53.35
98378,154ygmc,154,H2,02/15/2022 12:23:10,0.02,0
98379,154wf150,154,H2,02/15/2022 13:00:38,0.18,0
98380,154wcz71/t,154,I-2,02/15/2022 12:49:30,0.16,0
98215,154tf150/,154,H2,02/12/2022 10:34:52,0.2,0
98216,154wram/t,154,H2,02/12/2022 10:42:48,0.17,0
98217,154btund,154,H2,02/12/2022 10:38:30,0.02,0
98218,154rtaco/t,154,H2,02/12/2022 10:52:27,0.34,0
98219,154wc3500,154,H2,02/12/2022 10:47:15,0.07,0
98220,154wram,154,H2,02/12/2022 10:52:54,0.15,0
98221,154wf150,154,H2,02/12/2022 10:59:56,0.06,0
98222,154rf150/,154,H2,02/12/2022 11:05:51,0.24,0
98223,154bc2500/,154,H2,02/12/2022 11:06:08,0.39,0
98300,1001JCGCOM,240,H1,02/14/2022 07:54:07,3.4,155.04
98301,182,236,DC,02/14/2022 08:17:18,0.73,33.29
98302,154,154,H2,02/14/2022 08:31:30,0.32,0
98303,1926 20 yd,162,H-2,02/14/2022 08:16:03,1.56,0
98304,1921-O,162,H-2,02/14/2022 08:34:39,2.67,0
98305,154vly,154,H2,02/14/2022 08:45:35,0.23,0
98306,154tah,154,H2,02/14/2022 09:03:07,0.35,0
98325,CoH2,154,I-2,02/14/2022 11:14:24,0.3,0
98393,154jeep/,154,H2,02/15/2022 13:58:47,0.26,0
98394,154wtac,154,H2,02/15/2022 14:07:08,0.17,0
98396,154sf250,154,H2,02/15/2022 14:10:21,0.24,0
98397,154scz71,154,I-2,02/15/2022 14:16:08,0.02,0
98398,1925,162,H-2,02/15/2022 14:01:55,2.16,0
98399,154bf150,182,DC,02/15/2022 14:13:17,0.25,11.4
98400,1907,162,H-2,02/15/2022 14:08:25,8.44,0
98401,154gsilver,154,H2,02/15/2022 14:21:50,0.02,0
98402,154bram150,154,H2,02/15/2022 14:31:06,0.08,0
98403,154wsuv/,154,H2,02/15/2022 14:32:09,0.12,0
98404,154rf150/t,154,H2,02/15/2022 14:40:31,0.44,0
98405,154wcutil/,154,H2,02/15/2022 14:58:10,0.46,0
98406,154btac,154,H2,02/15/2022 15:01:49,0.24,0
98407,154stoy,154,H2,02/15/2022 15:09:03,0.08,0
98408,154wccolor,154,H2,02/15/2022 15:14:08,0.07,0
98409,Patriot,182,DC,02/15/2022 15:24:01,1.89,86.18
98410,154wtac,154,H2,02/15/2022 15:32:52,0.27,0
98411,238,238,DC,02/15/2022 15:38:59,0.77,35.11
98437,154sc150,154,H2,02/16/2022 11:48:47,0.48,0
98438,154wgmc/tr,154,H2,02/16/2022 11:52:43,0.19,0
98440,154sf250,154,H2,02/16/2022 12:01:22,0.26,0
98441,154wf150,154,H2,02/16/2022 11:56:19,0.13,0
98442,154bcsilv,154,H2,02/16/2022 11:57:03,0.08,0
98443,154redsuv,154,H2,02/16/2022 12:07:44,0.03,0
98444,2679,173,H-3,02/16/2022 11:58:28,24.04,0
98445,1905,162,H-2,02/16/2022 12:00:20,5.35,0
98446,154bf150,154,H2,02/16/2022 12:22:33,0.08,0
98447,154bc1500,154,H2,02/16/2022 12:31:14,0.1,0
98448,154wf105,154,I-2,02/16/2022 13:15:54,0.35,0
98449,154sc1500,154,H2,02/16/2022 12:38:29,0.26,0
98450,154wram/,182,I-1,02/16/2022 13:04:50,5.73,103.14
98451,154wf150/,154,I-2,02/16/2022 13:43:17,0.18,0
98452,1923,162,H-2,02/16/2022 13:24:35,9.22,0
98453,1924,162,H-2,02/16/2022 13:25:43,5.31,0
98454,154gc1500,154,H2,02/16/2022 13:37:00,0.43,0
98473,2679,173,H-3,02/16/2022 15:18:29,28.59,0
98474,154bram/,154,I-2,02/16/2022 15:32:33,0.03,0
98475,154bramut/,154,I-1,02/16/2022 15:34:55,3.28,0
98476,154rf250/,154,I-1,02/16/2022 15:35:16,1.94,0
98477,154bram150,154,H2,02/16/2022 15:30:51,0.05,0
98478,154bgmc,154,H2,02/16/2022 15:38:26,0.08,0
98479,182wf350/t,154,DC,02/16/2022 15:55:01,2.14,97.58
98480,154wgmc,154,I-2,02/16/2022 16:05:54,0.19,0
98481,154brang,154,H2,02/16/2022 15:57:32,0.05,0
98482,154wf150,154,DC,02/16/2022 15:51:28,0.21,9.583
98484,154sc,154,H2,02/16/2022 16:05:42,0.22,0
98485,154sf150,154,H2,02/17/2022 08:17:55,0.13,0
98486,154bc1500/,154,H2,02/17/2022 08:21:08,0.22,0
98487,1921-C,162,H-2,02/17/2022 08:15:36,7.02,0
98488,1001JCGCOM,240,H1,02/17/2022 08:26:19,3.29,150.02
98489,154sc2500/,154,I-2,02/17/2022 08:56:03,0.12,0
98490,154gc1500,154,I-2,02/17/2022 08:58:46,0.15,0
98308,1921-C,162,H-2,02/14/2022 09:39:11,7.88,0
98309,154250,154,H2,02/14/2022 09:45:36,0.05,0
98310,182,236,DC,02/14/2022 09:56:40,0.79,36.02
98311,182ram,182,DC,02/14/2022 09:57:46,0.2,9.12
98381,154wf350/t,154,DC,02/15/2022 12:44:55,0.53,24.17
98382,2679,173,H-3,02/15/2022 12:39:26,27.04,0
98383,1905,162,H-2,02/15/2022 12:50:01,8.27,0
98384,CoH2,154,I-2,02/15/2022 12:59:46,0.29,0
98385,154sram350,154,H2,02/15/2022 13:14:26,0.04,0
98386,154ggmc,154,H2,02/15/2022 13:26:35,0.13,0
98387,1924,162,H-2,02/15/2022 13:19:12,7.49,0
98388,1906,162,H-2,02/15/2022 13:24:04,8.99,0
98389,1923,162,H-2,02/15/2022 13:33:21,9.51,0
98390,154gram,154,H2,02/15/2022 13:47:43,0.18,0
98391,154bram,154,H2,02/15/2022 13:51:10,0.07,0
98392,154wtund/t,182,DC,02/15/2022 13:56:23,1.05,47.88
98417,1001JCGCOM,240,H1,02/16/2022 08:19:38,2.7,123.12
98516,1921-O,162,H-2,02/17/2022 12:00:13,1.14,0
98517,154bcsilv,154,H2,02/17/2022 12:10:00,0,0
98518,154yram/t,154,I-2,02/17/2022 12:28:49,0.16,0
98519,2679,173,H-3,02/17/2022 12:09:02,23.64,0
98520,154ws10,154,I-2,02/17/2022 12:28:17,0.14,0
98521,154ranger,154,I-2,02/17/2022 12:43:06,0.09,0
98522,154rram/t,154,H2,02/17/2022 12:44:20,0.55,0
98523,154tc2500,154,H2,02/17/2022 12:47:58,0.09,0
98524,154bram250,182,I-1,02/17/2022 12:49:16,3.06,55.08
